date,team_a,team_b,team_a_elo,team_b_elo,team_a_ranking,team_a_rating,team_a_goals_per_game,team_a_avg_possession,team_a_pass_accuracy,team_a_shots_per_game,team_a_tackles_per_game,team_a_dribble_per_game,team_a_coach_ranking,team_b_ranking,team_b_rating,team_b_goals_per_game,team_b_avg_possession,team_b_pass_accuracy,team_b_shots_per_game,team_b_tackles_per_game,team_b_dribble_per_game,team_b_coach_ranking,team_home,results,total match goals
28/10/2017,manchester_united,tottenham,1910,1933,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,19,6.95,1.9,58.8,83.8,16.4,16.3,11.5,13,1,1,1
28/10/2017,watford,stoke,1667,1668,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,1,2,1
28/10/2017,west_bromwich_albion,manchester_city,1655,1947,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,1,2,5
28/10/2017,crystal_palace,west_ham,1611,1656,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,199,6.72,1.3,46.5,75.5,9.8,16.4,11.2,225,1,0,4
28/10/2017,arsenal,swansea,1867,1650,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,1,1,3
28/10/2017,liverpool,huddersfield,1853,1538,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,1,1,3
28/10/2017,bournemouth,chelsea,1652,1921,203,6.65,1.2,48.5,77,12.2,13.4,9,154,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,1,2,1
29/10/2017,brighton,southampton,1628,1691,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,197,6.67,1,51,77.5,11.8,17.3,10,239,1,0,2
29/10/2017,leicester,everton,1721,1708,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,1,1,2
30/10/2017,burnley,newcastle_united,1673,1662,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,211,6.72,1,43.8,72.3,11.9,16.9,8,168,1,1,1
4/11/17,stoke,leicester_city,1678,1729,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,1,0,4
4/11/17,swansea,brighton,1647,1628,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,1,2,1
4/11/17,huddersfield,west_bromwich_albion,1536,1651,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,1,1,1
4/11/17,newcastle_united,bournemouth,1655,1649,211,6.72,1,43.8,72.3,11.9,16.9,8,168,203,6.65,1.2,48.5,77,12.2,13.4,9,154,1,2,1
4/11/17,southampton,burnley,1691,1679,197,6.67,1,51,77.5,11.8,17.3,10,239,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,1,2,1
4/11/17,west_ham,liverpool,1656,1857,199,6.72,1.3,46.5,75.5,9.8,16.4,11.2,225,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,1,2,5
5/11/17,tottenham,crystal_palace,1938,1610,19,6.95,1.9,58.8,83.8,16.4,16.3,11.5,13,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,1,1,1
5/11/17,manchester_city,arsenal,1963,1860,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,1,1,4
5/11/17,chelsea,manchester_united,1912,1920,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,1,1,1
5/11/17,everton,watford,1691,1657,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,1,1,5
18/11/2017,arsenal,tottenham,1854,1939,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,19,6.95,1.9,58.8,83.8,16.4,16.3,11.5,13,1,1,2
18/11/2017,bournemouth,huddersfield,1658,1546,203,6.65,1.2,48.5,77,12.2,13.4,9,154,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,1,1,4
18/11/2017,west_bromwich_albion,chelsea,1642,1919,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,1,2,4
18/11/2017,burnley,swansea,1689,1637,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,1,1,2
18/11/2017,crystal_palace,everton,1609,1697,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,1,0,4
18/11/2017,leicester,manchester_city,1730,1968,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,1,2,2
18/11/2017,liverpool,southampton,1865,1681,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,197,6.67,1,51,77.5,11.8,17.3,10,239,1,1,3
18/11/2017,manchester_united,newcastle_united,1913,1646,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,211,6.72,1,43.8,72.3,11.9,16.9,8,168,1,1,5
19/11/2017,watford,west_ham,1651,1649,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,199,6.72,1.3,46.5,75.5,9.8,16.4,11.2,225,1,1,2
20/11/2017,brighton,stoke,1638,1678,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,1,0,4
24/11/2017,west_ham,leicester_city,1629,1713,199,6.72,1.3,46.5,75.5,9.8,16.4,11.2,225,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,1,0,2
25/11/2017,manchester_united,brighton,1893,1626,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,1,1,1
25/11/2017,newcastle_united,watford,1632,1649,211,6.72,1,43.8,72.3,11.9,16.9,8,168,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,1,2,3
25/11/2017,crystal_palace,stoke,1598,1667,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,1,1,3
25/11/2017,tottenham,west_bromwich_albion,1922,1624,19,6.95,1.9,58.8,83.8,16.4,16.3,11.5,13,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,1,0,2
25/11/2017,swansea,bournemouth,1619,1655,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,203,6.65,1.2,48.5,77,12.2,13.4,9,154,1,0,0
25/11/2017,liverpool,chelsea,1859,1918,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,1,0,1
26/11/2017,southampton,everton,1665,1665,197,6.67,1,51,77.5,11.8,17.3,10,239,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,1,1,5
26/11/2017,burnley,arsenal,1685,1842,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,1,2,1
26/11/2017,huddersfield,manchester_city,1527,1963,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,1,2,3
28/11/2017,leicester,tottenham,1713,1914,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,19,6.95,1.9,58.8,83.8,16.4,16.3,11.5,13,1,1,3
28/11/2017,brighton,crystal_palace,1624,1607,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,1,0,0
28/11/2017,watford,manchester_united,1665,1895,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,1,2,6
28/11/2017,west_bromwich_albion,newcastle_united,1616,1632,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,211,6.72,1,43.8,72.3,11.9,16.9,8,168,1,0,4
29/11/2017,chelsea,swansea,1919,1618,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,1,1,1
29/11/2017,bournemouth,burnley,1656,1680,203,6.65,1.2,48.5,77,12.2,13.4,9,154,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,1,2,3
29/11/2017,arsenal,huddersfield,1848,1525,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,1,1,5
29/11/2017,everton,west_ham,1653,1629,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,199,6.72,1.3,46.5,75.5,9.8,16.4,11.2,225,1,1,4
29/11/2017,manchester_city,southampton,1964,1676,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,197,6.67,1,51,77.5,11.8,17.3,10,239,1,1,3
29/11/2017,stoke,liverpool,1659,1859,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,1,2,3
2/12/17,chelsea,newcastle_united,1920,1618,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,211,6.72,1,43.8,72.3,11.9,16.9,8,168,1,1,4
2/12/17,everton,huddersfield,1665,1523,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,1,1,2
2/12/17,brighton,liverpool,1622,1866,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,1,2,6
2/12/17,stoke,swansea,1651,1616,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,1,1,3
2/12/17,leicester,burnley,1724,1689,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,1,1,1
2/12/17,watford,tottenham,1659,1902,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,19,6.95,1.9,58.8,83.8,16.4,16.3,11.5,13,1,0,2
2/12/17,west_bromwich_albion,crystal_palace,1630,1609,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,1,0,0
2/12/17,arsenal,manchester_united,1851,1990,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,1,2,4
3/12/17,bournemouth,southampton,1647,1675,203,6.65,1.2,48.5,77,12.2,13.4,9,154,197,6.67,1,51,77.5,11.8,17.3,10,239,1,0,2
3/12/17,manchester_city,west_ham,1966,1618,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,199,6.72,1.3,46.5,75.5,9.8,16.4,11.2,225,1,1,3
9/12/17,west_ham,chelsea,1620,1923,199,6.72,1.3,46.5,75.5,9.8,16.4,11.2,225,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,1,1,1
9/12/17,swansea,west_bromwich_albion,1614,1631,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,1,1,1
9/12/17,burnley,watford,1686,1667,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,1,1,1
9/12/17,crystal_palace,bournemouth,1614,1649,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,203,6.65,1.2,48.5,77,12.2,13.4,9,154,1,0,4
9/12/17,huddersfield,brighton,1521,1618,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,1,1,2
9/12/17,tottenham,stoke,1903,1660,19,6.95,1.9,58.8,83.8,16.4,16.3,11.5,13,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,1,1,6
9/12/17,newcastle_united,leicester_city,1619,1733,211,6.72,1,43.8,72.3,11.9,16.9,8,168,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,1,2,5
10/12/17,southampton,arsenal,1679,1844,197,6.67,1,51,77.5,11.8,17.3,10,239,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,1,0,2
10/12/17,liverpool,everton,1883,1684,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,1,0,2
10/12/17,manchester_united,manchester_city,1918,1959,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,1,2,3
12/12/17,burnley,stoke,1692,1656,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,1,1,1
12/12/17,huddersfield,chelsea,1534,1909,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,1,2,4
12/12/17,crystal_palace,watford,1614,1661,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,1,1,3
13/12/2017,swansea,manchester_city,1621,1968,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,1,2,4
13/12/2017,newcastle_united,everton,1612,1690,211,6.72,1,43.8,72.3,11.9,16.9,8,168,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,1,2,1
13/12/2017,southampton,leicester_city,1682,1740,197,6.67,1,51,77.5,11.8,17.3,10,239,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,1,2,5
13/12/2017,liverpool,west_bromwich_albion,1877,1624,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,1,0,0
13/12/2017,tottenham,brighton,1907,1605,19,6.95,1.9,58.8,83.8,16.4,16.3,11.5,13,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,1,1,2
13/12/2017,west_ham,arsenal,1634,1841,199,6.72,1.3,46.5,75.5,9.8,16.4,11.2,225,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,1,0,0
13/12/2017,manchester_united,bournemouth,1909,1650,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,203,6.65,1.2,48.5,77,12.2,13.4,9,154,1,1,1
16/12/2017,leicester,crystal_palace,1754,1621,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,1,2,3
16/12/2017,watford,huddersfield,1654,1531,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,1,2,5
16/12/2017,arsenal,newcastle_united,1837,1605,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,211,6.72,1,43.8,72.3,11.9,16.9,8,168,1,1,1
16/12/2017,brighton,burnley,1603,1698,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,1,0,0
16/12/2017,chelsea,southampton,1912,1667,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,197,6.67,1,51,77.5,11.8,17.3,10,239,1,1,1
16/12/2017,stoke,west_ham,1650,1638,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,199,6.72,1.3,46.5,75.5,9.8,16.4,11.2,225,1,2,3
16/12/2017,manchester_city,tottenham,1972,1909,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,19,6.95,1.9,58.8,83.8,16.4,16.3,11.5,13,1,1,5
17/12/2017,west_bromwich_albion,manchester_united,1631,1911,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,1,2,3
17/12/2017,bournemouth,liverpool,1648,1870,203,6.65,1.2,48.5,77,12.2,13.4,9,154,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,1,2,4
18/12/2017,everton,swansea,1698,1616,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,1,1,4
22/12/2017,arsenal,liverpool,1839,1878,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,203,6.65,1.2,48.5,77,12.2,13.4,9,154,1,0,6
23/12/2017,everton,chelsea,1704,1914,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,1,0,0
23/12/2017,swansea,crystal_palace,1610,1643,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,1,0,2
23/12/2017,west_ham,newcastle_united,1654,1603,199,6.72,1.3,46.5,75.5,9.8,16.4,11.2,225,211,6.72,1,43.8,72.3,11.9,16.9,8,168,1,2,5
23/12/2017,brighton,watford,1604,1632,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,1,1,1
23/12/2017,stoke,west_bromwich_albion,1634,1628,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,1,1,4
23/12/2017,manchester_city,bournemouth,1981,1640,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,203,6.65,1.2,48.5,77,12.2,13.4,9,154,1,1,4
23/12/2017,southampton,huddersfield,1665,1553,197,6.67,1,51,77.5,11.8,17.3,10,239,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,1,0,2
23/12/2017,burnley,tottenham,1697,1901,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,19,6.95,1.9,58.8,83.8,16.4,16.3,11.5,13,1,2,3
23/12/2017,leicester,manchester_united,1732,1914,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,1,1,4
26/12/2017,tottenham,southampton,1909,1661,19,6.95,1.9,58.8,83.8,16.4,16.3,11.5,13,197,6.67,1,51,77.5,11.8,17.3,10,239,1,1,7
26/12/2017,watford,leicester_city,1625,1736,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,1,1,3
26/12/2017,west_bromwich_albion,everton,1619,1708,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,1,0,0
26/12/2017,bournemouth,west_ham,1638,1643,203,6.65,1.2,48.5,77,12.2,13.4,9,154,199,6.72,1.3,46.5,75.5,9.8,16.4,11.2,225,1,0,6
26/12/2017,chelsea,brighton,1910,1611,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,1,1,2
26/12/2017,huddersfield,stoke,1557,1643,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,1,0,2
26/12/2017,manchester_united,burnley,1911,1689,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,1,0,4
26/12/2017,liverpool,swansea,1878,1609,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,1,1,5
27/12/2017,newcastle_united,manchester_city,1614,1983,211,6.72,1,43.8,72.3,11.9,16.9,8,168,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,1,2,1
28/12/2017,crystal_palace,arsenal,1644,1839,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,1,2,5
30/12/2017,bournemouth,everton,1636,1708,203,6.65,1.2,48.5,77,12.2,13.4,9,154,128,6.67,1.2,46.7,74.3,9.4,16.9,6.9,180,1,1,3
30/12/2017,chelsea,stoke,1912,1642,31,6.94,1.6,54.4,84.3,15.9,16.7,13.5,23,304,6.7,0.9,43.7,71.5,10.1,17.9,8.6,599,1,1,5
30/12/2017,huddersfield,burnley,1558,1696,255,6.61,0.7,46.4,74,9.5,19.6,7.3,193,157,6.78,0.9,45.1,70.5,9.9,14,5.7,121,1,0,0
30/12/2017,liverpool,leicester_city,1882,1727,9,6.99,2.2,58,83.8,16.8,16.8,11.6,8,162,6.74,1.5,48.3,74.7,11.1,16.6,11.1,152,1,1,3
30/12/2017,newcastle_united,brighton,1612,1609,211,6.72,1,43.8,72.3,11.9,16.9,8,168,218,6.69,0.9,45.1,74.9,10.1,15.7,7.8,165,1,0,0
30/12/2017,watford,swansea,1634,1605,235,6.66,1.2,49.3,75.5,11.6,17.6,8.7,452,207,6.59,0.7,46,78.2,8.9,16.4,8.4,300,1,2,3
30/12/2017,manchester_united,southampton,1904,1657,13,6.98,1.8,53.9,83.6,13.5,14.8,12.3,11,197,6.67,1,51,77.5,11.8,17.3,10,239,1,0,0
31/12/2017,crystal_palace,manchester_city,1639,1985,185,6.84,1.2,46.9,75.4,12.5,18,12.7,151,12,7.15,2.8,66.4,89,17.5,14.8,13.2,10,1,0,0
31/12/2017,west_bromwich_albion,arsenal,1620,1844,323,6.63,0.8,42.8,72.4,9.9,15.9,8.4,620,25,6.92,1.9,58.5,84.3,15.6,16.4,10.1,25,1,0,2
